,aircraft,airline_name,aisle_space_rating,author,author_country,cabin_flown,cabin_staff_rating,content,date,date_flown,food_beverages_rating,ground_service_rating,inflight_entertainment_rating,link,overall_rating,power_supply_rating,recommended,route,seat_comfort_rating,seat_layout,seat_legroom_rating,seat_recline_rating,seat_storage_rating,seat_width_rating,title,type_traveller,value_money_rating,viewing_tv_rating,wifi_connectivity_rating,negativereason_confidence,negativereason
884,Boeing 747-900,united-airlines,,S Taylor,United States,Economy,1.0,First flight from Tampa to Houston was delayed by only a few minutes. But by the time we got off the plane to run down to our connecting flight we were alerted (via the schedule boards not staff) that our flight to Portland suddenly had a 4.5 hour delay. It was 8.30 by this time so by the time the plane had arrived (late) and let its current passengers disembark (which was not guided) they made an announcement that there was no flight crew for the plane and that the flight had been cancelled. What kind of company works this way? A completely full flight not only shows up hours behind schedule but all of the sudden has no crew? Complete blasphemy. Rude attendants. And not to mention lack of organizational skills. Never planning on flying this airline ever again even though I signed up for their loosely promised rewards system. Not to mention the maze of an airport we got lost in just trying to find a taxi! Absolutely terrible. ,2015-07-16,,1.0,1.0,,/airline-reviews/united-airlines,1.0,,0,TPA to PDX via IAH,1.0,,,,,,United Airlines customer review,FamilyLeisure,1.0,,1.0,1.0719818376068375,Cancelled Flight
885,Boeing 747-900,united-airlines,,S Taylor,United States,Economy,1.0,First flight from Tampa to Houston was delayed by only a few minutes. But by the time we got off the plane to run down to our connecting flight we were alerted (via the schedule boards not staff) that our flight to Portland suddenly had a 4.5 hour delay. It was 8.30 by this time so by the time the plane had arrived (late) and let its current passengers disembark (which was not guided) they made an announcement that there was no flight crew for the plane and that the flight had been cancelled. What kind of company works this way? A completely full flight not only shows up hours behind schedule but all of the sudden has no crew? Complete blasphemy. Rude attendants. And not to mention lack of organizational skills. Never planning on flying this airline ever again even though I signed up for their loosely promised rewards system. Not to mention the maze of an airport we got lost in just trying to find a taxi! Absolutely terrible. ,2015-07-16,,1.0,1.0,,/airline-reviews/united-airlines,1.0,,0,TPA to PDX via IAH,1.0,,,,,,United Airlines customer review,FamilyLeisure,1.0,,1.0,1.0719818376068375,Cancelled Flight
886,Boeing 747-900,united-airlines,,S Taylor,United States,Economy,1.0,First flight from Tampa to Houston was delayed by only a few minutes. But by the time we got off the plane to run down to our connecting flight we were alerted (via the schedule boards not staff) that our flight to Portland suddenly had a 4.5 hour delay. It was 8.30 by this time so by the time the plane had arrived (late) and let its current passengers disembark (which was not guided) they made an announcement that there was no flight crew for the plane and that the flight had been cancelled. What kind of company works this way? A completely full flight not only shows up hours behind schedule but all of the sudden has no crew? Complete blasphemy. Rude attendants. And not to mention lack of organizational skills. Never planning on flying this airline ever again even though I signed up for their loosely promised rewards system. Not to mention the maze of an airport we got lost in just trying to find a taxi! Absolutely terrible. ,2015-07-16,,1.0,1.0,,/airline-reviews/united-airlines,1.0,,0,TPA to PDX via IAH,1.0,,,,,,United Airlines customer review,FamilyLeisure,1.0,,1.0,1.0719818376068375,Cancelled Flight
887,Boeing 737-900,united-airlines,,Howard Cheng,New Zealand,Business Class,4.0,A very enjoyable flight in Business Class from YVR to SFO. We had priority check in which was great as the economy queues were really long thus we were given much more time to spend in YVR airport. However I was a bit disappointed that Business Class passengers didn't have a priority security check lane in YVR. The seats were wide and legroom was great for a 2.5 hour flight. We were served a pre-takeoff drink and then a two course meal which consisted of mushroom soup and a beef salad/egg chicken sandwich. The cabin crew were friendly and I couldn't really ask for more on this flight. We had Personal TV's on the flight and a wide range of newly-released movies. Wifi was available but I did not use it. We had 4 checked bags and they were one of the first to come out due to priority baggage and helped us make use of our limited amount of time in San Francisco. I will definitely fly this route again on Business Class with United.,2015-07-16,,5.0,4.0,4.0,/airline-reviews/united-airlines,9.0,,1,Vancouver to San Francisco,5.0,,,,,,United Airlines customer review,FamilyLeisure,5.0,,,0.8067460317460318,Food/Flight Attendant
888,Boeing 737-900,united-airlines,,Howard Cheng,New Zealand,Business Class,4.0,A very enjoyable flight in Business Class from YVR to SFO. We had priority check in which was great as the economy queues were really long thus we were given much more time to spend in YVR airport. However I was a bit disappointed that Business Class passengers didn't have a priority security check lane in YVR. The seats were wide and legroom was great for a 2.5 hour flight. We were served a pre-takeoff drink and then a two course meal which consisted of mushroom soup and a beef salad/egg chicken sandwich. The cabin crew were friendly and I couldn't really ask for more on this flight. We had Personal TV's on the flight and a wide range of newly-released movies. Wifi was available but I did not use it. We had 4 checked bags and they were one of the first to come out due to priority baggage and helped us make use of our limited amount of time in San Francisco. I will definitely fly this route again on Business Class with United.,2015-07-16,,5.0,4.0,4.0,/airline-reviews/united-airlines,9.0,,1,Vancouver to San Francisco,5.0,,,,,,United Airlines customer review,FamilyLeisure,5.0,,,0.8067460317460318,Food/Flight Attendant
889,Embraer 190,united-airlines,,A Butler,United States,Economy,2.0,This is probably the worst airline I've flown. No entertainment only a drink and peanuts and the worst service I have seen. The seats had little legroom and were very uncomfortable. This was a very disappointing experience and I would not recommend this airline short-haul.,2015-07-15,,2.0,3.0,1.0,/airline-reviews/united-airlines,2.0,,0,JAX to EWR,2.0,,,,,,United Airlines customer review,FamilyLeisure,2.0,,2.0,1.6029166666666668,General
890,Embraer 190,united-airlines,,A Butler,United States,Economy,2.0,This is probably the worst airline I've flown. No entertainment only a drink and peanuts and the worst service I have seen. The seats had little legroom and were very uncomfortable. This was a very disappointing experience and I would not recommend this airline short-haul.,2015-07-15,,2.0,3.0,1.0,/airline-reviews/united-airlines,2.0,,0,JAX to EWR,2.0,,,,,,United Airlines customer review,FamilyLeisure,2.0,,2.0,1.6029166666666668,General
891,,united-airlines,,Meenakshi Singh,United States,Economy,1.0,I am sitting on the floor at gate 52 as a standby with my family to get on the plane. My 6 year old son is laying on his father because there is nowhere to get a proper rest. I understand the weather has been bad in Denver but we were in the customer service line for 2.5 hours after we missed our connecting flight due to the flight being diverted to Cheyenne Wyoming due to need of fuel and to get back to Denver airport took additional 2 hours. Everything was shut down by the time we were done with customer service and all hotels were fully booked mind you its 12.00 midnight how to get transportation to any hotels - no such arrangements were done by the airline. I did not mind paying for hotel out of my pocket but at least give proper directions or some guidance to help the people who were diverted not only due to weather but also due to low fuel. The hostess was so rude when my son asked for some water and was sent to his seat and told that they would be serving in  few minutes. My 6 year old had been asking for water since we sat down on the plane and only asked over 50 minutes. Total disregard for a little child. ,2015-07-15,,1.0,1.0,3.0,/airline-reviews/united-airlines,1.0,,0,MCO to YVR via Denver,1.0,,,,,,United Airlines customer review,FamilyLeisure,1.0,,1.0,1.1094576719576719,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems
892,,united-airlines,,Stephen Roots,Angola,Economy,2.0,Stuck at Chicago airport waiting and waiting for my flight to Toronto. I will be bypassing United's cheap two or three-leg fares in future. In fact I will be bypassing United altogether. Totally unreliable. Each of my three flights in the past 12 hours has been delayed extensively.,2015-07-14,,,3.0,,/airline-reviews/united-airlines,3.0,,0,ORD to YYZ,1.0,,,,,,United Airlines customer review,Solo Leisure,1.0,,,0.97,Food
893,,united-airlines,,Stephen Roots,Angola,Economy,2.0,Stuck at Chicago airport waiting and waiting for my flight to Toronto. I will be bypassing United's cheap two or three-leg fares in future. In fact I will be bypassing United altogether. Totally unreliable. Each of my three flights in the past 12 hours has been delayed extensively.,2015-07-14,,,3.0,,/airline-reviews/united-airlines,3.0,,0,ORD to YYZ,1.0,,,,,,United Airlines customer review,Solo Leisure,1.0,,,0.97,Food
894,,united-airlines,,Stephen Roots,Angola,Economy,2.0,The ticket was quite cheap. But the price you pay for that is a three-leg journey. Reading United reviews I was worried about on-time departures and making connections. Sure enough. United was late leaving Salt Lake City late leaving Los Angeles and I will miss my connection in Chicago arriving much later in Toronto. Its just as well I didn't check in luggage. There is no such thing as a cheap ticket.,2015-07-14,,,2.0,,/airline-reviews/united-airlines,1.0,,0,Salt Lake City to Los Angeles via Chicago to Toronto,2.0,,,,,,United Airlines customer review,Solo Leisure,1.0,,,0.9125,General
895,,united-airlines,,Stephen Roots,Angola,Economy,2.0,The ticket was quite cheap. But the price you pay for that is a three-leg journey. Reading United reviews I was worried about on-time departures and making connections. Sure enough. United was late leaving Salt Lake City late leaving Los Angeles and I will miss my connection in Chicago arriving much later in Toronto. Its just as well I didn't check in luggage. There is no such thing as a cheap ticket.,2015-07-14,,,2.0,,/airline-reviews/united-airlines,1.0,,0,Salt Lake City to Los Angeles via Chicago to Toronto,2.0,,,,,,United Airlines customer review,Solo Leisure,1.0,,,0.9125,General
896,,united-airlines,,Krista Stephens,United States,Economy,1.0,On our connecting flight they had to change the plane and 46 people lost their seats. The lucky ones who did not lose their seats ended up having a seat change. They boarded over 30 minutes late. My husband and I were separated because they allowed other passengers to take our seats. When trying to get seats near each other the stewardess didn't even attempt to fix the problem and basically told us that we could take a mother away from her kids to sit next to each other. Poor customer service terrible timeliness and complete lack of communication and urgency. If I could give this airline a zero rating I would.,2015-07-14,,,1.0,,/airline-reviews/united-airlines,1.0,,0,Seattle to Orlando,1.0,,,,,,United Airlines customer review,Couple Leisure,1.0,,,1.1541666666666666,Flight Attendant
897,A320,united-airlines,,Bojan Tercon,Singapore,First Class,1.0,UA is raking in the profits but that was certainly not noticeable on this old A320 service from New York to Denver. The plane is old. The First Class seats are tired. Service is exhausting. On this flight they had 1 flight attendant for 12 pax! The problem that I have with UA is that they are so inconsistent with their product and service range. On a positive note - I do have to say that my meal was quite good.,2015-07-13,,4.0,2.0,,/airline-reviews/united-airlines,6.0,,1,New York to Denver,3.0,,,,,,United Airlines customer review,Solo Leisure,3.0,,,0.9143506493506494,Food/Flight Attendant
898,A320,united-airlines,,Bojan Tercon,Singapore,First Class,1.0,UA is raking in the profits but that was certainly not noticeable on this old A320 service from New York to Denver. The plane is old. The First Class seats are tired. Service is exhausting. On this flight they had 1 flight attendant for 12 pax! The problem that I have with UA is that they are so inconsistent with their product and service range. On a positive note - I do have to say that my meal was quite good.,2015-07-13,,4.0,2.0,,/airline-reviews/united-airlines,6.0,,1,New York to Denver,3.0,,,,,,United Airlines customer review,Solo Leisure,3.0,,,0.9143506493506494,Food/Flight Attendant
899,Boeing 737-900ER,united-airlines,,Bojan Tercon,Singapore,First Class,2.0,I do like the new 737-900ER planes that UA is introducing into their fleet. The windows are bigger the cabin feels roomier. The first class seats are comfortable although nothing out of the extraordinary. Although it was a short flight there was no meal offered other than a quick snack. Service was ok!,2015-07-13,,2.0,2.0,,/airline-reviews/united-airlines,7.0,,1,Denver to Spokane,3.0,,,,,,United Airlines customer review,Solo Leisure,4.0,,,0.782996632996633,Food
900,,united-airlines,,C Conner,United States,Economy,1.0,When I was leaving from Denver to Houston it was during the national glitch. I couldn't check my bag because I was one minute past the time of being able to check my bag they had to switch my flight to a later time. Then it was delayed. My gate had been changed. I walked to the new gate. The staff at the gate told me it was back at the other one so I walked back and forth trying to figure out which gate I was at. Now leaving Houston to Denver I got here at 5am my gate was changed and my flight was delayed 2 hours my original flight was at 7am and now it is at 9.35am so I don't get home until 11am or so.,2015-07-13,,1.0,1.0,,/airline-reviews/united-airlines,1.0,,0,Houston to Denver,1.0,,,,,,United Airlines customer review,Solo Leisure,1.0,,,0.9204545454545454,General
901,,united-airlines,,C Conner,United States,Economy,1.0,When I was leaving from Denver to Houston it was during the national glitch. I couldn't check my bag because I was one minute past the time of being able to check my bag they had to switch my flight to a later time. Then it was delayed. My gate had been changed. I walked to the new gate. The staff at the gate told me it was back at the other one so I walked back and forth trying to figure out which gate I was at. Now leaving Houston to Denver I got here at 5am my gate was changed and my flight was delayed 2 hours my original flight was at 7am and now it is at 9.35am so I don't get home until 11am or so.,2015-07-13,,1.0,1.0,,/airline-reviews/united-airlines,1.0,,0,Houston to Denver,1.0,,,,,,United Airlines customer review,Solo Leisure,1.0,,,0.9204545454545454,General
902,,united-airlines,,Sherry Carpenter,United States,Economy,1.0,"My son and I took a trip to New York leaving out of Shreveport and connecting in Houston. Not one time did the flights leave on time. Then on the return trip home the flight attendant at the entrance of the plane was letting people on in groups. She sent my 9 year old son with a group in front of me. When I tried to tell her he was my son and didn't know where to go she begrudgingly told me to ""go on then"" then went on to say ""it isn't like he's going anywhere anyway"". I told her I didn't like her attitude at all and instead of being a professional she continued to try to start an argument with me. Talk about lousy customer service. Will never fly United Airlines again. ",2015-07-13,,,2.0,1.0,/airline-reviews/united-airlines,1.0,,0,New York to Shreveport via Houston,1.0,,,,,,United Airlines customer review,FamilyLeisure,1.0,,,1.0606060606060606,Flight Attendant
903,,united-airlines,,Michele Boyd,United States,Economy,1.0,Staff were unfriendly and rude. Delayed leaving Dulles and delayed returning to Dulles. I am going to avoid flying United if at all possible.,2015-07-13,,,1.0,,/airline-reviews/united-airlines,2.0,,0,IAD to DFW,2.0,,,,,,United Airlines customer review,Couple Leisure,1.0,,,1.15,General
904,,united-airlines,,Jacqueline Larios,United States,Economy,1.0,Very disappointed arrived at airport at 6am for a 8am flight with a family of 9ppl only to find out that the plane was delayed till 10am and didn't actually leave till 11am not pleasant when traveling with children. Our little one got sick on the flight and there were no bags it looked like the plane had not even been properly cleaned before our delayed flight. I would also think that after having people waiting such a long period of time that they would offer something other than a beverage on the plane they didn't even seem to have coffee for the travelers when the flight finally left. A very disappointing and stressful travel day.,2015-07-13,,1.0,1.0,1.0,/airline-reviews/united-airlines,1.0,,0,Orlando Florida to Newark NJ,1.0,,,,,,United Airlines customer review,FamilyLeisure,1.0,,1.0,1.2665376984126984,Delayed Flight
905,,united-airlines,,A Varghese,United States,Economy,2.0,I flew on 6/13/15 from Kansas City to Detroit. Due to the bad weather the flight that was supposed to leave KC at 6.10pm didn't board until close to 7.30pm. The customer representative asked that people who had group 4/5 to please check in their bag since there would be no room on the aircraft. When I boarded there was at least 5 lockers that were empty more than enough space to fit my tiny carry-on bag. After we boarded the captain announced that we would have to wait another 30/40 mins. When we reached Chicago Airport they couldn't give us a gate so we waited in the aircraft for another 30/45 mins. I got a message on my phone that my connecting flight had already departed and re- booked me on a 2.15 pm flight the next day. When I finally got to talk to a customer representative I told her my situation and that I had to get to Detroit she was kind enough to book me on an American Airlines flight. By the time I got done doing all these things it was almost 1am almost all stores/restaurant were closed. ,2015-07-13,,1.0,2.0,1.0,/airline-reviews/united-airlines,4.0,,0,Kansas City to Detroit,2.0,,,,,,United Airlines customer review,Solo Leisure,3.0,,1.0,0.9875,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems
906,,united-airlines,,A Varghese,United States,Economy,2.0,I flew on 6/13/15 from Kansas City to Detroit. Due to the bad weather the flight that was supposed to leave KC at 6.10pm didn't board until close to 7.30pm. The customer representative asked that people who had group 4/5 to please check in their bag since there would be no room on the aircraft. When I boarded there was at least 5 lockers that were empty more than enough space to fit my tiny carry-on bag. After we boarded the captain announced that we would have to wait another 30/40 mins. When we reached Chicago Airport they couldn't give us a gate so we waited in the aircraft for another 30/45 mins. I got a message on my phone that my connecting flight had already departed and re- booked me on a 2.15 pm flight the next day. When I finally got to talk to a customer representative I told her my situation and that I had to get to Detroit she was kind enough to book me on an American Airlines flight. By the time I got done doing all these things it was almost 1am almost all stores/restaurant were closed. ,2015-07-13,,1.0,2.0,1.0,/airline-reviews/united-airlines,4.0,,0,Kansas City to Detroit,2.0,,,,,,United Airlines customer review,Solo Leisure,3.0,,1.0,0.9875,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems
907,,united-airlines,,Marion Mckernan,United Kingdom,Economy,5.0,We booked United as the price was by far the cheapest. I was really worried due to negative reviews. In the last fortnight we have taken 4 United flights and the only fault was that one had faulty TVs for all the party - but we always go well prepared so no real issue. All staff were very friendly even remembering your choice of drink which is quite something on a flight with hundreds. Entertainment system fabulous. Food typical airline stuff. No delays. We only had a 45 min gap between 2 flights but still had plenty time. Don't understand the negative reviews.,2015-07-11,,4.0,5.0,4.0,/airline-reviews/united-airlines,10.0,,1,Orlando to Manchester via Washington,4.0,,,,,,United Airlines customer review,FamilyLeisure,5.0,,,0.9836805555555556,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems
908,,united-airlines,,Maryse Laliberte,Canada,Economy,3.0,The initial flight Montreal-Chicago-Denver was re-routed through Washington because of weather in Chicago on the way to Denver. Because the flight was re routed my return flight from Denver to Montreal was cancelled without any advice sent.  The lack of respect for individuals their time agenda obligations etc is frankly annoying.,2015-07-11,,,1.0,1.0,/airline-reviews/united-airlines,1.0,,0,Montreal to Denver via Chicago,2.0,,,,,,United Airlines customer review,Business,1.0,,1.0,1.4,Cancelled Flight
909,,united-airlines,,Benoit Cochaud,Switzerland,Economy,1.0,Just the worst company we have been flying with during our world tour. This is the only time in 10 years that we have seen such overbooking. You have to pay for everything the seats canot be booked and couples are split up. Staff seem lazy and unpleasant. And of course there are delays. We put 1/10 because 0 is not possible.,2015-07-10,,,1.0,,/airline-reviews/united-airlines,1.0,,0,San Francisco to Chicago,1.0,,,,,,United Airlines customer review,Couple Leisure,1.0,,,1.3166666666666667,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems
910,,united-airlines,,Erika Gutierrez,United States,Economy,1.0,They do not offer family boarding. I was traveling with my five-month-old infant and had her strapped to my chest. I asked if I could get someone to help me with my bag she said that I should check it. I said I just needed assistance putting it in the overhead bin. No help. When I boarded I ask the flight attendant to please help me she just looked at me and asked why is your bag heavy? I said no I have a baby strapped to my chest. She just kept staring at me and finally a male passenger helped me.,2015-07-09,,1.0,1.0,1.0,/airline-reviews/united-airlines,1.0,,0,Houston to San Diego,2.0,,,,,,United Airlines customer review,FamilyLeisure,1.0,,,1.0,Flight Attendant
911,,united-airlines,,Erika Gutierrez,United States,Economy,1.0,They do not offer family boarding. I was traveling with my five-month-old infant and had her strapped to my chest. I asked if I could get someone to help me with my bag she said that I should check it. I said I just needed assistance putting it in the overhead bin. No help. When I boarded I ask the flight attendant to please help me she just looked at me and asked why is your bag heavy? I said no I have a baby strapped to my chest. She just kept staring at me and finally a male passenger helped me.,2015-07-09,,1.0,1.0,1.0,/airline-reviews/united-airlines,1.0,,0,Houston to San Diego,2.0,,,,,,United Airlines customer review,FamilyLeisure,1.0,,,1.0,Flight Attendant
912,,united-airlines,,Erika Gutierrez,United States,Economy,1.0,They do not offer family boarding. I was traveling with my five-month-old infant and had her strapped to my chest. I asked if I could get someone to help me with my bag she said that I should check it. I said I just needed assistance putting it in the overhead bin. No help. When I boarded I ask the flight attendant to please help me she just looked at me and asked why is your bag heavy? I said no I have a baby strapped to my chest. She just kept staring at me and finally a male passenger helped me.,2015-07-09,,1.0,1.0,1.0,/airline-reviews/united-airlines,1.0,,0,Houston to San Diego,2.0,,,,,,United Airlines customer review,FamilyLeisure,1.0,,,1.0,Flight Attendant
913,,united-airlines,,Erika Gutierrez,United States,Economy,1.0,They do not offer family boarding. I was traveling with my five-month-old infant and had her strapped to my chest. I asked if I could get someone to help me with my bag she said that I should check it. I said I just needed assistance putting it in the overhead bin. No help. When I boarded I ask the flight attendant to please help me she just looked at me and asked why is your bag heavy? I said no I have a baby strapped to my chest. She just kept staring at me and finally a male passenger helped me.,2015-07-09,,1.0,1.0,1.0,/airline-reviews/united-airlines,1.0,,0,Houston to San Diego,2.0,,,,,,United Airlines customer review,FamilyLeisure,1.0,,,1.0,Flight Attendant
914,,united-airlines,,Jennifer Arango,United States,Economy,3.0,"I had an awful experience today. I showed up two hours before my flight to check in and check my bags. While we were checking in the system went offline. We were unable to print out our bag tags along with maybe over 50+people. I tried to ask attendants for help and they kept sending me to other people. Clearly a lack of training on their part. When I asked a blue shirt baggage attendant she said it was most likely because I didn't have funds. Very uncalled for. 50+ people felt the same way. As the lines became longer they started to manually check in bags at ""Additional Services"". The staff were very engaging with only themselves. United waved their baggage fee because all of our flights were delayed due this unfortunate event. Apparently this also happened 6 weeks ago. When we arrived to Punta Cana our bags never arrived. When I contacted customer service they said they had no idea where our bags were. Will not be using their services again.",2015-07-09,,2.0,1.0,,/airline-reviews/united-airlines,1.0,,0,New Jersey to Punta Cana ,1.0,,,,,,United Airlines customer review,Couple Leisure,1.0,,,1.0453333333333332,General
915,Boeing 737,united-airlines,,Samantha Miller,United States,Economy,1.0,Never in my life have I had so many delays. Also their system has some sort of glitch today so apparently that means that had to cancel a ton of flights and delay many others. I'm in the military and needed to be home by midnight because that's when my leave ended no one could help accommodate me and the people at the check in counter were not very friendly. I will never fly United again.,2015-07-09,,1.0,1.0,,/airline-reviews/united-airlines,1.0,,0,Sacramento to Seattle,1.0,,,,,,United Airlines customer review,Solo Leisure,1.0,,1.0,0.9323717948717949,Cancelled Flight
916,"A319, Boeing 737-800, ERJ 145",united-airlines,,Nate Reich,United States,Economy,5.0,Check-in at Boston went smoothly and the plane boarded on time. I enjoyed using the free personal device entertainment United offers on their Airbus aircraft. While waiting at Newark Liberty for my next flight to Chicago I was notified two hours before take off that my plane would be delayed and I would miss my final flight to Appleton. I was quickly placed on stand-by for another flight to Chicago but soon realized I would not be able to get on that flight as others were trying to fly stand-by as well. I had to take my original flight which was delayed three hours due to the fact that the aircraft was coming from Dallas and was delayed due to storms. I missed my original flight to Appleton so was booked on a later one. In all I spent about 15 hours on planes and in airports. It was a long day but except for one customer service representative at Newark who acted as if I was an inconvenience every other United employee I dealt with was kind and helpful. ,2015-07-08,,3.0,4.0,4.0,/airline-reviews/united-airlines,8.0,,1,"Boston to Appleton, WI via Newark, O'Hare",4.0,,,,,,United Airlines customer review,Solo Leisure,4.0,,4.0,0.7969298245614035,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems
917,,united-airlines,,Tom Nelson,United States,Economy,2.0,This entire trip has been a fiasco. My first flight was 4 hours late and my second flight 3 hours late. Communication to the travelers was either inaccurate or non existent. The Newark gate representative was yelling at another customer when I approached the kiosk and was belligerent. I think that UA could have taken more care to have a plane or crew or whatever available as promised. I paid my fare on time.,2015-07-08,,,1.0,,/airline-reviews/united-airlines,1.0,,0,Cleveland to Charlotte via Newark,2.0,,,,,,United Airlines customer review,Business,1.0,,,0.9214285714285714,General
918,,united-airlines,,Tom Nelson,United States,Economy,2.0,This entire trip has been a fiasco. My first flight was 4 hours late and my second flight 3 hours late. Communication to the travelers was either inaccurate or non existent. The Newark gate representative was yelling at another customer when I approached the kiosk and was belligerent. I think that UA could have taken more care to have a plane or crew or whatever available as promised. I paid my fare on time.,2015-07-08,,,1.0,,/airline-reviews/united-airlines,1.0,,0,Cleveland to Charlotte via Newark,2.0,,,,,,United Airlines customer review,Business,1.0,,,0.9214285714285714,General
919,,united-airlines,,Tom Nelson,United States,Economy,2.0,This entire trip has been a fiasco. My first flight was 4 hours late and my second flight 3 hours late. Communication to the travelers was either inaccurate or non existent. The Newark gate representative was yelling at another customer when I approached the kiosk and was belligerent. I think that UA could have taken more care to have a plane or crew or whatever available as promised. I paid my fare on time.,2015-07-08,,,1.0,,/airline-reviews/united-airlines,1.0,,0,Cleveland to Charlotte via Newark,2.0,,,,,,United Airlines customer review,Business,1.0,,,0.9214285714285714,General
920,Airbus 319,united-airlines,,Missy Samounetry,United States,Economy,1.0,"Flight at 5.21pm was cancelled due to scheduled maintenance which I understand. What I don't understand is why there wouldn't be another aircraft in use if they knew there was a flight scheduled. Then departure was scheduled for another flight 3 hours later at 9.00pm. Three hours later arrived but still no sign of an aircraft. Now the reason for an additional 2 hour and 5 minute delay was ""a late inbound aircraft coming from OH"". They can't figure out what is going on maintenance or a late inbound aircraft? The original departure at 5:21pm turned into a departure of 11.00pm. I call customer service and the rep was rude didn't let me finish talking before she cut me off and didn't listen to my questions. I forgot that I disliked flying with United. I last flew w/them 7 years ago and was so upset at the lack of organization delayed flights small and uncomfortable seats and poor service by the staff. I vow to never fly with United ever again!",2015-07-08,,,1.0,,/airline-reviews/united-airlines,1.0,,0,"Newark, NJ to MSP",1.0,,,,,,United Airlines customer review,FamilyLeisure,1.0,,,1.1923076923076923,Cancelled Flight/Delayed Flight
921,Boeing 767-400,united-airlines,,James Wallace,United States,Business Class,4.0,I arrived at the airport too early and had to wait to check in. This was my fault. The lounge was great and I was able to have a nice breakfast. The flight attendants were fine the seat was comfortable and the lunch I had the beef was excellent. I woke up after a quick nap and the fasten seatbelt sign was on and stayed on for the last six hours of the flight. The arrival snack was rather disappointing a piece of bread with tomato sauce and some fruit. Thirty minutes before landing the pilot finally came on and said the fasten seatbelt sign is on and prepare for landing. ,2015-07-07,,4.0,3.0,4.0,/airline-reviews/united-airlines,7.0,,0,Munich to Newark,4.0,,,,,,United Airlines customer review,Solo Leisure,4.0,,2.0,0.6772727272727272,Food/Flight Attendant
922,Boeing 767-400,united-airlines,,James Wallace,United States,Business Class,4.0,I arrived at the airport too early and had to wait to check in. This was my fault. The lounge was great and I was able to have a nice breakfast. The flight attendants were fine the seat was comfortable and the lunch I had the beef was excellent. I woke up after a quick nap and the fasten seatbelt sign was on and stayed on for the last six hours of the flight. The arrival snack was rather disappointing a piece of bread with tomato sauce and some fruit. Thirty minutes before landing the pilot finally came on and said the fasten seatbelt sign is on and prepare for landing. ,2015-07-07,,4.0,3.0,4.0,/airline-reviews/united-airlines,7.0,,0,Munich to Newark,4.0,,,,,,United Airlines customer review,Solo Leisure,4.0,,2.0,0.6772727272727272,Food/Flight Attendant
923,,united-airlines,,Tim Oppezzo ,United States,Economy,3.0,I have a huge problem with United overbooking flights. We arrived at the Durango airport 1 hour before our flight and were told the flight was overbooked and we could not board. There were available seats but they were upgrades so we would have to pay the additional cost. That doesn't make sense to me. United sells more economy tickets than there are economy seats on the plane and then expects me to either pay more money to fly or spend the night at my expense in Durango. They should have just given us the seats. My son was on a flight leaving Durango after ours for Denver and because of delays missed his connecting flight for Oklahoma. After waiting in a line where passengers were receiving hotel vouchers he was told in a very matter of fact tone that he did not qualify for a voucher. He eventually got his voucher but he did not need to go through what he went through to get it.,2015-07-06,,,1.0,,/airline-reviews/united-airlines,1.0,,0,Durango to Sacramento via Denver,3.0,,,,,,United Airlines customer review,Couple Leisure,1.0,,,0.5333333333333332,Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems/Booking Problems
924,Boeing 777,united-airlines,,Pier Messaggio,Singapore,Economy,1.0,"I have recently flown to Guadalajara (Mexico) with United from Tokyo. NRT-IAH was on a Boeing 777 The seat has nothing to do with any modern airliner seat. Its comfort is at the limit of acceptance level all they provide is a foldable tray which does not even have a glass holder. There is the latest in-flight entertainment system which comes actually with a very small screen. It hung 3 times while watching movies. One more time it is relatively new but not comparable with modern systems. The service on board (if it can be called service) was the worst service I have had in the last 10 years. The crew were not polite and didn't ask once anything like ""Can I offer you something to drink?"" instead they look at you without saying anything until you say what you want. If you are not fast enough they are gone. IAH-GDL was on Embraer RJ145 I wonder how they can operate this route with such small airplane when GDL airport is able to handle bigger airplanes. You can't even stand up on this plane. Overall my review is totally negative. It is like going back 30 years. Never again.",2015-07-06,,1.0,4.0,1.0,/airline-reviews/united-airlines,2.0,,0,NRT to GDL via IAH,2.0,,,,,,United Airlines customer review,Business,2.0,,4.0,0.9967703349282296,General
